IdSymbol	P-152	P-244	P-068	P-133	P-018	P-180	P-284	P-092	P-261	P-232	P-151	P-333	P-136	P-115	P-332	P-091	P-121	P-080	P-130	P-146	P-162	P-331	P-063	P-005	P-072	P-360	P-024	P-239	P-246	P-057	P-343	P-190	P-352	P-148	P-294	P-265	P-258	P-289	P-326	P-053	P-192	P-166	P-227	P-042	P-188	P-351	P-221	P-177	P-308	P-054
OTU_1715638	37.18888352	228.4267195	41.99452346	39.19631044	40.10819874	41.77056327	46.13128503	38.48873201	1801.412692	42.45930522	39.83377082	40.61438868	40.20461484	938.9362019	48.54204642	40.91035874	36.68327346	59.42360226	110.8794379	35.37669648	45.02086075	891.3291063	41.31719654	41.38715774	8111.624327	41.01769925	38.97144019	41.43458931	37.87179912	40.89660906	43.13296478	38.57461528	848.6891698	149.5508863	1678.218283	42.81579836	67.36369899	10646.18189	41.96943704	36.46500755	41.61904509	41.20431409	38.63534868	39.99252541	46.47542698	55.36359484	38.78801541	41.54377	42.92101717	40.46343767
OTU_2195385	39.25661711	270.7485107	43.36891818	37.43018245	37.6493173	44.22970528	46.8249483	39.61995296	1668.732094	40.36555981	47.43169981	44.26974535	37.01954252	957.2920887	43.91765604	40.74755365	36.34729843	64.11179673	115.6753204	42.9235461	40.91372679	973.2043906	45.67913063	37.08187465	8260.91395	43.1952595	40.20622164	35.87202038	36.87732075	36.57438899	45.79727126	42.31700465	803.4332245	141.5192601	1525.352233	43.56806208	61.85535289	11434.20106	48.71042075	38.82401352	39.57785321	40.25850031	41.70404742	40.15946887	45.6595322	57.34087352	41.61904509	45.66796887	51.41033824	43.84308252
OTU_1738450	39.96603245	469.6535623	44.0259334	41.56073541	39.88465918	39.08166881	49.18658119	37.71286296	2356.309075	38.44645069	42.75606906	36.48096365	37.5997217	1474.076792	39.98774616	38.49131912	35.50461503	78.4313873	164.3687742	37.81419459	37.34402843	1168.884715	40.02305918	38.00281704	12451.88106	36.86009654	40.97801434	40.05711962	41.59478013	37.24698327	39.60468805	39.34409277	1028.49177	235.0553201	2416.279434	46.53342956	82.40418321	16382.84711	35.17085516	37.96669597	47.57146107	41.57235497	41.07409302	38.47774	43.76048447	48.43157289	41.88296824	42.44031296	39.89814509	38.55692132
OTU_2127767	33.93491736	190.8937843	33.78041509	35.58416233	35.80418736	37.63020761	39.02232585	35.53238195	1191.34814	31.2891739	34.38602509	35.40569698	32.42051107	826.1706503	36.19574566	33.32679868	34.63328308	36.11050226	87.65703497	31.72791956	39.68282585	303.8687648	42.15965654	29.5135456	1841.407434	35.7541761	29.87868579	34.37551818	32.0256556	39.78800214	35.19123283	34.59259566	133.0226253	43.19008459	1681.986044	35.53168723	61.9294761	5258.607535	36.15172711	37.34645107	32.50734535	35.85937094	36.66967585	31.78152	35.64428799	39.85494887	35.16693327	35.01496094	35.04271157	34.92807031
OTU_1782705	35.5929117	294.618595	46.29548044	36.44674887	39.54522648	36.23890346	45.47383874	34.78304535	1578.645623	41.50235836	36.22199	33.75079358	37.4190395	1088.070794	33.59595849	36.56452572	38.07679447	65.19996201	114.8701121	38.45043264	40.07740101	1030.714633	35.32655377	42.99509013	8603.169648	33.27655119	35.86211786	35.46219182	34.63719409	35.54700535	37.05167881	39.61897522	808.4197591	146.3254285	1868.954164	39.65803836	63.15902101	12018.26782	37.17088195	36.55316384	39.7424161	36.26849843	36.74333704	36.01735377	42.90594509	37.45780025	34.96606119	35.75822019	36.01357635	37.26246843
OTU_1764225	33.63468956	32.37854535	37.94681289	36.86648321	36.0276795	35.48549547	30.8233039	32.54794384	37.01513453	35.11758459	36.55863912	36.54931277	35.41803616	36.53499868	34.27694648	39.40347704	35.77009465	35.86179	38.69049818	29.98882648	34.96319987	35.69251579	40.81149346	35.04160931	35.13076289	36.37026119	35.23217642	36.05594321	38.89029969	33.72469981	35.94346145	38.01587189	31.05478025	38.06745585	34.64633761	32.57244126	33.50541824	35.17555553	34.24611654	36.28639119	32.09385553	38.4032217	36.79977138	31.93105679	37.37999094	34.62256987	33.32250912	39.42767201	34.85774365	33.62527805
OTU_1700918	38.10106371	32.86129296	35.90960421	35.51730893	35.25513893	35.66625031	33.38848371	37.78782101	35.64541648	36.24361465	32.52262516	38.24338333	36.09981547	40.85974786	36.54175088	36.86953296	35.93387981	31.63243214	37.90750717	35.4664478	34.70466296	34.10108893	39.82779113	35.09545214	38.57179862	34.90501	36.40710862	33.52274906	35.58383931	39.41195767	37.25526365	34.78681082	35.25370975	36.24361465	36.25112302	37.86072742	37.84836597	37.95076723	35.54188597	33.61024761	34.55454736	36.14865887	35.41668283	38.05759126	31.98576484	35.84665667	32.42672138	33.52600742	33.13275698	37.59869308
OTU_1783832	34.92448642	413.4098516	42.5828617	43.50269742	42.68858013	37.83499774	49.7909056	35.6887578	1492.256126	38.40282031	36.39961031	42.6017939	49.85867931	1562.547478	38.60486019	38.87898616	42.99837805	58.70775912	161.8774698	40.88315711	38.63032591	807.7721352	35.23297308	44.25107509	7163.829572	35.92375113	39.08664579	37.03565591	31.87638836	35.89185465	38.63497126	51.43264226	481.2488673	184.0324038	2569.063006	35.89506692	95.80284918	11623.09266	41.38957767	39.24523541	43.63481692	49.80468912	45.4792422	41.83276321	42.82461107	49.09389925	39.35993101	35.76838484	37.11507792	43.01201472
OTU_1770467	45.78241704	126.9984626	46.60932654	47.59002415	42.92997365	48.83107912	51.51074811	44.19400025	737.6695132	50.30694314	42.98854258	47.79577654	46.71671931	473.8256849	42.31407805	41.40790013	47.49295472	49.90951314	78.04012289	45.05905679	40.28187805	162.4721692	46.9738439	49.2081266	1101.564406	43.17638635	48.22315849	49.0429705	54.87402478	44.7166678	38.93581509	40.65658101	80.19909252	45.37462	1056.220092	47.65092736	61.09125623	3829.732126	41.74372403	48.45971484	44.78180547	45.35454333	40.89878994	46.20155358	49.67327094	42.65427252	47.71666591	50.63744623	42.09782975	45.51255252
OTU_2104486	37.61952566	58.96716352	34.15219503	30.7854061	33.41476805	33.81109258	35.2443427	35.76300893	236.8145094	32.77997503	36.03349579	33.34460252	34.97907189	120.4126971	37.88069069	36.21810044	33.61982635	35.72471201	50.55892635	38.06190711	32.28887585	93.74180742	30.99591277	36.36626151	442.6243987	35.05572509	30.71622755	36.56929239	36.39388836	36.4619995	35.29274302	33.63852943	44.55589214	43.27127321	233.9663145	33.12927164	31.95597151	1240.335887	35.22869943	34.79008692	34.04449352	34.02475164	31.84400824	33.73181874	34.91294692	38.23447855	36.3183927	32.9880105	36.62887296	36.91548264
OTU_1701042	37.44402755	35.87202038	35.98249176	40.81609541	37.44291277	36.02636138	32.8694383	37.95108365	36.21361226	35.21467943	38.39815	37.18436472	38.68976931	34.73436962	35.96402252	35.45466497	35.9144834	37.84506786	39.3500144	33.33670038	42.72686912	40.04577145	42.10397352	39.30535132	35.98449704	39.79524321	36.54757799	35.58761302	40.39639088	36.81132918	37.37061428	34.9605439	37.58771698	34.76326899	32.58842145	40.68447088	33.20020824	36.3560466	36.95559585	40.74577975	34.57818283	36.80730818	34.69336528	38.11434874	34.7470922	35.7573061	40.33780843	39.82735409	36.21293302	38.93661616
OTU_1731268	43.97918748	45.93955874	51.05210069	45.16182472	42.83224774	43.70423748	44.97566786	47.25753208	41.15821371	42.1708139	49.9782273	38.14795044	43.82178314	48.24455811	38.5696844	43.02877654	43.14908535	46.11421214	45.29517799	42.38889748	47.06559025	41.69642937	53.64916484	44.47393893	45.5523173	38.05721132	36.95456365	44.11945283	49.08485736	48.87187258	36.89309572	51.91405818	34.17792818	44.73391874	39.33170283	35.42556327	37.74387711	43.3470422	38.03555981	47.14079862	45.24171308	42.34839358	42.54657063	39.54088006	38.57005616	41.98375296	37.34307031	46.78475277	39.2655266	47.44892484
OTU_1700760	44.67496415	41.30700208	41.14557302	41.01299453	41.22943195	42.12550597	37.75348629	42.6668483	45.71170302	40.11399912	37.20211164	43.23688157	43.76508459	41.40618057	39.48807547	43.98109736	44.63134987	42.26297805	40.79570736	40.74350528	37.69660302	39.24776748	38.84062767	36.91707119	45.31189082	39.24066899	45.74534	35.41982887	38.44190352	41.85503415	44.45774962	48.06631314	36.2653639	35.8856395	40.33196264	43.65877434	43.34010013	37.35940491	34.6891195	38.34325981	46.1492005	36.93001377	38.98135987	37.93121843	45.41572547	41.43572667	46.82192516	42.27013025	39.79939409	41.39197107
OTU_1672906	38.78763792	39.37578396	39.5092817	37.55643874	37.64500906	38.67023201	36.80628082	35.86795981	36.58743063	36.08991975	38.88384535	35.55535818	36.95075164	42.31407805	36.33276736	38.04287327	38.76670352	37.73496126	36.82546906	38.9482834	34.16581673	34.84299881	40.51234013	33.73362566	37.62910164	35.13220283	36.08929925	37.37023994	37.55052151	37.57015082	32.25252975	41.27360786	35.42556327	37.58556805	34.59615415	36.23349176	39.00883252	39.82413201	33.25455453	34.62978214	37.12523277	35.72395792	33.03631327	36.44364031	36.92690365	35.94311195	39.4246095	36.0750066	38.72464296	38.16234447
OTU_1813775	2083.168516	1975.237377	1453.79456	1569.025226	1276.878853	1209.239724	1434.129661	1508.968497	1127.694138	1792.301792	2446.98317	867.088922	1752.634302	1808.609472	1000.745111	1037.822621	1325.875626	1491.196585	1539.983107	1635.31666	2062.962906	878.0406226	2305.916962	1490.159673	930.5381377	888.3398245	1182.430082	909.8854572	1434.129661	2516.301667	651.7712327	3382.240899	778.4900736	1740.739428	949.5309893	1292.852585	1185.678951	1668.732094	750.432222	1652.488031	1602.068824	1070.767255	2416.279434	1105.418957	816.257783	851.4451283	1244.939063	686.0830226	894.4298736	1845.972943
OTU_1682015	33.40386925	48.26608421	33.70921642	32.87494069	39.56391044	35.95089786	50.70954075	35.00577591	49.78549843	50.22409075	41.51859208	31.37789761	32.59282201	32.22289912	34.96462597	32.05164371	35.4351983	55.66731189	96.2267556	35.65970629	36.36184868	36.5711295	261.3622239	86.40615	33.66795862	34.40679107	48.70850824	40.08256289	42.81494057	35.28181031	35.05721415	76.21061044	52.74222296	36.19242302	36.91807862	36.33609761	43.96109925	51.23182126	41.93853409	67.86764352	33.45839358	550.252405	44.40520264	35.45124667	57.22181843	31.96600371	35.42312642	33.51425377	49.86174377	63.32620164
OTU_1729905	44.80088019	37.95108365	42.49881943	34.57983214	33.88839069	36.89852868	36.50175818	33.19618132	35.86553069	35.92811069	35.2310161	37.02467094	38.43540717	32.64301296	41.00272535	34.72162868	37.33290082	38.11394189	35.4351983	34.85931667	35.50661862	38.52493585	35.44919038	36.84270384	31.19959981	41.32196113	31.55643616	37.66643535	33.45259252	29.10194692	37.67766384	33.42096201	38.71654503	37.71425	36.86648321	33.65163528	37.37926063	34.14564503	36.01556516	37.93156849	34.33619327	64.60230252	43.5182861	32.89509296	32.39218069	37.67491302	32.10805358	35.57794862	39.76253421	37.19927572
OTU_1714478	50.92339723	47.05652069	50.70376906	54.38846723	144.878055	51.11162887	62.89861742	47.6094183	66.67850038	67.07553289	55.15234969	69.28441503	59.27293296	73.35741541	82.66126189	54.79772403	42.89671673	51.19029969	50.66311019	55.27106679	52.37291799	75.03895824	65.85811642	57.87481082	53.55984704	59.06537874	62.59285484	63.36503289	68.2551039	62.81715327	74.86649346	49.29120088	82.00142805	48.28230088	55.95128371	51.29970522	55.13523881	57.0079044	68.28121786	61.98771107	56.16704742	58.88709447	49.87718786	51.96308138	81.56553371	56.84904975	60.51748113	63.7127339	75.03895824	48.79258824
OTU_1904786	37.94329585	37.05302277	37.4211105	42.43667082	37.47332799	39.83980673	37.5919217	38.99425377	36.55281082	44.32482623	31.94664893	40.47972994	38.45401918	36.17586025	41.25698522	38.89381453	37.62484006	38.56450736	36.64820333	40.96914182	40.06849157	42.2457195	36.95721233	45.2669673	39.90144472	44.3377595	48.26608421	36.04008208	34.4380078	36.60272686	38.53215887	36.24293182	43.76706403	34.29425686	34.83719296	34.48488164	33.93627277	35.89911925	40.85057239	41.08052881	40.67786509	38.55375975	37.04704365	36.41676214	38.43655553	43.31733491	38.47931962	35.99763327	39.96146761	37.70063484
OTU_1697081	39.58814541	43.31410075	38.50653252	40.63307686	36.50933585	37.16539748	38.85653245	38.01041673	36.21638761	36.97859428	36.41941195	37.80726906	37.53182069	36.54443629	40.46894912	37.16539748	37.05335786	35.6027661	37.60528182	37.62018849	33.31804805	36.06719069	31.18804541	31.68100761	37.64463107	34.59106226	34.42308698	34.10370962	33.42206182	38.30949698	37.65547723	37.26756818	41.35232088	39.48108704	35.40118164	35.66317704	37.37171748	36.03050767	38.85053126	37.04920981	41.49315082	36.04102447	38.50088327	38.78521516	35.22291962	39.65671233	38.22703151	38.65128522	37.95711855	33.66327352
OTU_1693452	59.30795352	73.95356233	53.0537066	92.8704761	94.08724252	54.98463264	52.86079063	52.32223289	61.63108063	65.15131182	51.66232333	90.67772214	74.17438302	79.92048616	54.99744811	50.19116088	64.39692333	61.15012019	74.69075195	64.77834396	50.74062126	55.91509346	58.07999333	42.80575119	49.83122811	86.86342384	56.10139843	54.79772403	44.92250233	47.69556597	60.24212453	60.69409711	40.53069264	62.42845698	57.01808862	62.15217421	58.09072811	86.56680264	57.8840256	46.42654019	55.68548107	75.42766679	58.5835144	47.75017201	58.73566962	96.94557717	56.89182585	52.52927591	66.91529805	70.81375069
OTU_2415572	77.31792491	72.56266314	68.00850899	63.3577856	79.47587421	70.81375069	84.80779516	77.65869101	62.79773824	103.7070228	69.99704277	74.15534132	59.15947371	73.91767553	103.6906198	93.56697717	83.79739182	61.6063305	54.15240981	54.34375528	81.72650126	77.98885566	53.66516868	83.99190403	80.0775722	62.97236962	84.46768818	87.51424679	60.8591705	89.48651314	77.61674195	86.34505057	77.88227906	68.24020252	81.43230736	71.37894774	71.12040157	88.31154113	77.39359843	98.69237101	90.66248881	90.25207836	73.2064795	75.97048925	170.3098277	76.00007987	67.65738101	79.36140862	88.10915289	55.25790767
OTU_1799744	456.0319252	427.6792547	418.0876	327.7002874	444.5322516	250.1504145	534.5095591	359.3373994	441.4146075	694.1157044	324.5844384	329.8063711	386.2636497	500.9963704	359.9820352	440.5402245	410.5776069	513.1483277	379.5386686	308.237217	320.7618113	341.4438774	235.8286673	560.5470239	345.2594792	325.5798717	404.9750761	418.911639	184.1805635	448.4358069	273.4208881	624.0371591	423.2460239	444.2548277	561.2246113	496.2140245	428.6092352	660.8798648	384.0219975	407.5111327	449.4228906	455.4084509	553.5076088	457.3665912	675.2258013	416.8315063	312.1277403	346.742822	432.8405843	368.7328642
OTU_1714157	37.7181461	37.15757937	32.11871591	33.42675164	36.69790497	38.24621604	39.0609483	32.49812101	41.21433742	32.94126547	37.93769981	37.63914591	32.12961019	35.47858233	37.33087277	35.7573061	32.18219579	31.33641321	32.53304214	32.89965088	36.30705943	38.65016094	39.5572417	31.22791283	40.60477094	32.33797082	35.25033478	34.83340855	35.99194491	27.63739906	32.98476818	32.49882377	37.17020333	40.46690176	37.01814132	33.88979862	31.97634132	34.47478975	35.93044365	34.32095843	37.49236126	37.70241962	37.60008862	35.94441736	35.90052396	35.0649673	35.01019252	36.13833981	34.59336918	40.78670943
OTU_1792168	414.0959057	269.7742899	389.6765201	367.5838075	461.359156	710.9610151	451.2767692	466.1362409	225.468766	573.9792352	415.486883	602.9660623	212.6473465	502.4785277	555.9187151	154.3362479	243.5487283	357.5782038	502.6138013	237.1818308	577.5726069	432.6024038	518.462222	224.4688245	438.8528937	308.912827	487.1217113	350.5781918	724.0812811	317.5076522	924.3130239	612.7983308	410.3539698	265.5100931	576.272956	328.4575956	387.2346994	589.2050327	440.4069031	278.2453069	257.0972484	532.6075365	384.0219975	436.7377358	473.2820484	438.8528937	473.9713698	354.387666	374.2016176	396.0092969
OTU_1777523	42.00017434	37.31851164	42.92431258	44.7749417	37.69816214	46.54910013	40.48127459	39.60068264	40.92570057	40.56000579	45.00526138	41.8650922	40.10962138	43.23146774	39.33552987	44.51418906	46.26595358	39.83377082	38.21733333	44.74001377	40.50403572	38.12855308	37.48282629	39.25997377	43.3025556	37.08290836	41.02625862	36.78343629	42.79556396	42.4952173	39.27481962	39.12332195	44.8615044	35.55285799	42.44649352	33.03757277	37.69478258	40.34533906	43.54961899	42.74805761	39.87653692	43.03357755	38.64010226	40.30583365	39.93909107	37.45028792	37.59408654	41.99246308	37.73568384	38.64170497
OTU_1730660	195.8833673	101.7414427	140.7862472	168.0817862	99.12621377	210.9772711	75.90990623	108.2157077	91.58241711	100.0454179	194.6676409	53.78427535	77.65869101	95.53282616	75.72264308	68.91418943	163.0026082	84.99560019	119.3709262	73.90783377	214.1447994	175.8242717	152.8453227	69.29176736	129.2499412	65.41316447	121.9848318	116.4370521	136.0602481	110.2326658	77.72525711	89.76899881	61.41980918	81.78051925	85.30379132	60.11760107	68.84483182	60.25968151	102.7563594	75.61287723	124.7618075	92.72967006	76.76375151	108.7722584	96.73851774	68.19110799	87.31964648	137.1606433	76.16982472	98.23593358
OTU_1803194	1050.720116	709.6203547	570.8831987	913.0597296	721.4276692	1238.238389	830.6644862	586.7769283	1337.286466	798.3258535	685.8499742	586.7769283	897.5186987	1691.206371	620.2856069	295.449634	732.0562358	838.5685987	944.7055358	599.9890145	864.1490132	842.4225013	875.4371673	620.9587862	667.2589893	648.2155101	1171.951345	669.8576509	800.5420088	1025.515691	823.084073	602.582073	1149.869597	679.2754528	859.1798849	525.1379824	1754.075214	1305.02053	448.545227	2674.619277	628.4188132	615.5219774	1460.912855	1152.767569	1415.55274	690.5152893	1247.041129	773.9849686	587.3487283	2908.815755
OTU_1659682	86.81150862	160.5477263	112.8355519	81.71534239	183.9206233	109.6324542	122.9417504	167.5917572	213.5912195	157.3462321	121.1704188	141.1178325	48.99005849	86.02375547	119.7888157	137.8633633	197.3124748	95.11483994	57.72974805	55.88708057	180.1750126	173.3033673	98.13570201	177.6812566	121.7687611	62.66870132	164.5638497	197.7270767	162.4388283	195.4887025	98.58160472	114.8701121	219.8194799	105.891657	73.60578088	102.8385652	91.48423893	142.0862427	85.98505723	233.6968881	144.3743926	101.4748287	81.69386201	189.6109075	334.3526604	79.38223239	77.61674195	151.465724	126.3521355	78.59217943
OTU_1723124	197.804866	220.2677126	201.6582855	242.041966	175.5870943	132.5301221	203.2913509	248.3550189	120.4981386	170.9583516	250.0318981	137.5315147	225.7055434	210.2429874	184.9768969	191.6165214	292.6896748	175.3466478	223.9834805	173.1337327	247.3537635	216.4062252	220.5932516	170.6914931	163.9511478	202.252922	144.2942152	186.1107767	116.0112738	165.4732868	148.9086235	195.1797654	244.3532522	273.1653491	236.8145094	154.6274208	134.2454896	125.6107833	155.552253	209.3968881	211.0971245	207.3976541	163.9229107	210.8462101	159.4120125	262.1255585	181.6650874	133.7074752	157.0307076	322.747683
OTU_1732514	62.92666774	68.99626673	67.40420855	64.97311553	53.79610138	67.09942623	78.73783516	84.70254182	71.59985585	51.34294145	74.92487201	86.93857937	46.52106585	63.72528346	92.43120371	75.81152472	89.12827075	60.78887182	49.70446113	48.02596623	68.28920566	75.9402656	49.38934333	54.43902365	63.02500119	61.21038069	71.97673283	85.74383604	73.3379283	68.58815396	67.36369899	82.16770478	75.33124679	58.63019157	64.3337822	81.57776264	50.70954075	63.60101465	63.81705855	68.01616031	83.33101547	52.30170346	57.86995296	56.02509038	83.47183736	67.04449019	55.48066245	55.96592119	70.61785472	49.99610572
OTU_1671482	177.5772679	246.4832591	343.4409145	105.531148	135.9091496	152.7284211	166.0949509	198.9153145	62.56103226	196.6248648	66.93923912	110.4024913	115.4579895	194.7043843	111.2016653	184.4707025	85.64042673	137.7645244	121.7037616	116.3549442	122.506421	142.2927982	122.4613117	229.8365597	125.7818431	106.8610435	138.837013	120.8183345	102.0292835	206.9716277	153.6408286	158.5070188	105.8426967	91.58241711	119.8941926	112.6607105	501.4427138	322.0144277	131.5623567	103.9167548	165.1782346	181.6650874	138.0351114	85.83122371	77.65869101	155.022314	91.14813409	112.1520466	166.0001799	304.2324572
OTU_1737949	66.0650895	56.38758855	47.99789233	55.82561572	67.15627597	62.56103226	63.38395629	63.20525164	54.39330264	74.66019409	64.43162692	87.63196465	72.60881396	62.27442145	74.43094314	51.94971371	54.20026371	56.02071579	76.84270585	76.5138934	54.89045088	83.31856585	61.79606006	50.95299736	48.05053597	65.65619748	56.12476541	63.14012774	57.73543616	53.08999088	71.57412434	60.41156226	64.03038031	58.87004868	54.84080094	56.24896	52.91691145	70.29692509	73.10221774	51.56025711	50.69530818	91.09232302	62.97236962	58.09072811	59.30795352	76.79457428	52.38731057	49.79904541	75.39805013	66.64928748
OTU_2082035	35.69538755	37.88524025	37.18402296	36.26076176	33.59030063	32.74540585	35.34365094	32.81857208	35.67257906	32.15610899	36.85402836	36.46978258	38.43955447	34.84372975	35.11349308	32.36495843	31.29854239	33.57911943	35.35521396	34.06478975	35.96847855	36.86821862	33.37344239	35.4733478	29.86107327	35.11426164	34.10728233	32.84531421	32.36123962	37.84609862	38.44938069	35.88704252	35.4733478	39.45112881	35.93657629	31.0273605	38.58540428	33.95860314	34.87008704	40.74868585	32.49532767	34.57592472	37.18329843	33.59884447	31.02577836	34.51353566	33.3059983	35.32529635	35.18583119	33.97906994
