IdSymbol	P-092	P-191	P-251	P-014	P-153	P-152	P-236	P-149	P-276	P-333	P-144	P-005	P-244	P-332	P-141	P-080	P-271	P-091	P-180	P-178	P-124	P-004	P-078	P-063	P-228	P-319	P-166	P-285	P-193	P-101	P-391	P-213	P-355	P-351	P-363	P-290	P-289	P-293	P-301	P-215	P-208	P-372	P-096	P-200	P-142	P-308	P-192	P-374	P-352	P-265
OTU_1715638	38.48873201	41.27239245	84.29621566	70.2177305	81.46374937	37.18888352	36.45975465	98.07327818	9971.678308	40.61438868	44.37625164	41.38715774	228.4267195	48.54204642	1428.860074	59.42360226	42.16454465	40.91035874	41.77056327	38.0815617	3190.927572	35.62880296	40.81875151	41.31719654	802.515327	45.11269836	41.20431409	35.77379528	41.31544459	40.06637465	44.35849352	41.21559792	43.76608195	55.36359484	1045.627791	42.47051182	10646.18189	42.57603025	41.65604943	40.17739195	41.90467899	51.52271352	40.58809862	40.30942201	40.24622371	42.92101717	41.61904509	48.26421302	848.6891698	42.81579836
OTU_2195385	39.61995296	42.15635799	88.31154113	73.83906679	76.19018075	39.25661711	40.10176478	91.76692956	9635.008704	44.26974535	45.47234805	37.08187465	270.7485107	43.91765604	1602.068824	64.11179673	40.17739195	40.74755365	44.22970528	44.09153145	3143.329824	43.52212208	37.88491296	45.67913063	751.6606321	48.36907365	40.25850031	44.8675766	41.23485654	37.79714038	45.22638057	39.65454384	47.07435019	57.34087352	1033.708336	43.34184327	11434.20106	33.74593742	41.60798629	44.91566761	46.64832717	49.9492361	41.08585101	40.31407346	40.59224164	51.41033824	39.57785321	43.50080415	803.4332245	43.56806208
OTU_1738450	37.71286296	36.79347371	115.1998901	89.75775887	90.96807503	39.96603245	39.39134314	154.6001787	20212.25094	36.48096365	40.10089396	38.00281704	469.6535623	39.98774616	2715.901365	78.4313873	38.92469591	38.49131912	39.08166881	39.92335409	4274.343195	40.61141277	38.65281176	40.02305918	1607.551654	37.52901245	41.57235497	39.28996497	42.13997239	40.28289491	37.76021509	42.02826403	39.04529396	48.43157289	1341.467412	42.49881943	16382.84711	38.93003503	36.54931277	36.26704881	37.07571874	37.54123044	38.69244566	42.59661975	44.46181453	39.89814509	47.57146107	38.68743396	1028.49177	46.53342956
OTU_2127767	35.53238195	35.07926352	35.39030101	35.76941233	70.70565572	33.93491736	35.5380734	75.0105044	4259.61017	35.40569698	34.30507843	29.5135456	190.8937843	36.19574566	129.8350097	36.11050226	36.52407321	33.32679868	37.63020761	35.46286648	813.2151786	39.09043761	31.75599887	42.15965654	134.4415811	33.75275642	35.85937094	41.19705264	32.74810075	34.16880717	34.95139786	31.85395113	36.10160962	39.85494887	267.8360748	36.34698975	5258.607535	29.99536157	38.37303421	31.74384792	30.23337629	32.47901233	37.58809673	35.64914899	34.28423553	35.04271157	32.50734535	32.88463553	133.0226253	35.53168723
OTU_1782705	34.78304535	34.16272723	78.36453742	75.32058654	75.55984358	35.5929117	35.54658767	111.6414598	10954.05634	33.75079358	40.31138553	42.99509013	294.618595	33.59595849	1924.208358	65.19996201	33.95681811	36.56452572	36.23890346	34.76775358	2950.02422	35.42312642	40.29916516	35.32655377	1001.16837	33.09527648	36.26849843	42.9259139	34.84486038	36.17455346	34.97040906	40.59069497	37.59591591	37.45780025	1156.160023	44.33458082	12018.26782	40.31451969	38.21553981	38.70830308	33.5572966	32.13220912	32.46397409	37.15727428	42.82215333	36.01357635	39.7424161	38.41674509	808.4197591	39.65803836
OTU_1764225	32.54794384	34.80362132	35.78078094	37.34371742	33.35752868	33.63468956	41.25101868	31.88903918	40.48127459	36.54931277	33.78498409	35.04160931	32.37854535	34.27694648	38.16762352	35.86179	33.85193912	39.40347704	35.48549547	37.72910195	34.90195925	35.06128101	32.93945811	40.81149346	37.51900176	33.02160333	38.4032217	48.05834459	37.56700673	35.74137874	35.70319629	31.19238937	36.21909742	34.62256987	35.89122075	36.83792057	35.17555553	34.76429478	34.87542836	35.46018497	34.40679107	30.53652132	31.13322264	36.98822333	38.75528182	34.85774365	32.09385553	33.55463906	31.05478025	32.57244126
OTU_1700918	37.78782101	35.81491528	40.28289491	36.27631642	38.97577063	38.10106371	32.14972629	41.78232629	39.71202472	38.24338333	39.72417151	35.09545214	32.86129296	36.54175088	33.71433195	31.63243214	38.24847478	36.86953296	35.66625031	40.28787377	35.93588925	34.90615868	36.19832453	39.82779113	33.36495321	33.62430321	36.14865887	38.53069239	34.31011673	37.28268176	35.54560579	38.02865698	36.60673195	35.84665667	36.74069094	36.07430478	37.95076723	30.97640333	36.00398761	33.16731151	36.67513906	36.93593377	35.49436182	35.07958459	33.91868566	33.13275698	34.55454736	36.40441704	35.25370975	37.86072742
OTU_1783832	35.6887578	39.22535094	86.66555843	66.61915717	82.21726176	34.92448642	38.36087195	111.1044118	8709.713836	42.6017939	40.63815503	44.25107509	413.4098516	38.60486019	1829.557403	58.70775912	42.08732428	38.87898616	37.83499774	35.71603597	2737.967994	36.09295252	43.9668217	35.23297308	1017.429175	40.3612017	49.80468912	38.88495836	42.39825597	37.70853969	41.58142805	44.5547927	42.84592176	49.09389925	909.8854572	44.78885667	11623.09266	40.3974683	43.02187937	35.55986667	46.05117434	39.93816566	35.41668283	47.48382019	42.15635799	37.11507792	43.63481692	43.19787057	481.2488673	35.89506692
OTU_1770467	44.19400025	55.26634535	50.54808994	48.06832126	67.89889862	45.78241704	47.53739799	67.26398396	3143.329824	47.79577654	45.04547472	49.2081266	126.9984626	42.31407805	89.80856019	49.90951314	44.29733629	41.40790013	48.83107912	40.6524539	471.0230509	41.78891031	52.01748478	46.9738439	92.27653371	45.32929585	45.35454333	53.81621792	43.49347686	47.98462302	41.49693358	42.90904616	41.40387755	42.65427252	133.0437933	46.35270233	3829.732126	46.80992811	41.7456061	44.92144748	45.24041321	38.62872943	51.30563881	50.42629874	43.4220073	42.09782975	44.78180547	40.98141044	80.19909252	47.65092736
OTU_2104486	35.76300893	33.47970453	33.1684983	36.93827887	33.66106755	37.61952566	36.24193774	42.24362981	1815.313642	33.34460252	30.43506478	36.36626151	58.96716352	37.88069069	50.9805578	35.72471201	33.48477673	36.21810044	33.81109258	35.26176453	303.3710421	35.43021673	36.85334327	30.99591277	54.69252503	36.10914654	34.02475164	31.11883748	34.28884755	35.07441409	36.48658893	35.67257906	34.0549266	38.23447855	83.38691245	30.66960673	1240.335887	36.11706013	35.4939822	36.57987572	33.1013717	33.41722899	35.7082644	36.19676069	35.34124358	36.62887296	34.04449352	35.03256151	44.55589214	33.12927164
OTU_1701042	37.95108365	36.97087352	33.64729937	35.24698459	41.29803931	37.44402755	36.56350987	34.70314868	35.95260623	37.18436472	36.14071535	39.30535132	35.87202038	35.96402252	39.09971786	37.84506786	43.18762786	35.45466497	36.02636138	36.75738849	39.93816566	35.96232585	36.59797434	42.10397352	35.41407302	36.35771409	36.80730818	39.1249561	36.63020465	37.91667528	37.45913384	36.96028025	35.74661868	35.7573061	39.42634126	33.69403767	36.3560466	40.53742101	37.84969119	37.9705405	37.24595409	35.13042333	38.82946038	34.62743245	41.24237918	36.21293302	34.57818283	40.12081006	37.58771698	40.68447088
OTU_1731268	47.25753208	41.58654686	39.08664579	41.10178918	39.68832421	43.97918748	45.07507082	45.20593516	33.45577019	38.14795044	47.98914799	44.47393893	45.93955874	38.5696844	43.17186503	46.11421214	43.46064629	43.02877654	43.70423748	44.08156767	49.62003352	51.37660937	45.26825629	53.64916484	53.98773013	39.14386119	42.34839358	41.73598308	45.86359698	44.16569566	44.35947497	50.84086358	39.40229755	41.98375296	38.38513082	37.88776019	43.3470422	41.25763132	35.54023736	49.08485736	48.04047528	41.43222975	41.04211447	47.07247182	44.11233189	39.2655266	45.24171308	42.12623101	34.17792818	35.42556327
OTU_1700760	42.6668483	47.22349792	37.60847811	39.16326535	39.26710761	44.67496415	43.83036296	39.24523541	36.56482522	43.23688157	39.00098182	36.91707119	41.30700208	39.48807547	42.39543497	42.26297805	45.49800421	43.98109736	42.12550597	45.15671824	40.25798849	40.64981497	42.00070925	38.84062767	44.47170107	35.44882176	36.93001377	44.46507088	43.28606818	47.37206566	44.96696591	40.5076144	40.2560373	41.43572667	41.39075579	41.10885987	37.35940491	42.26808075	39.22075308	42.19799553	41.20778069	40.10225025	43.43049233	39.87932881	39.69627365	39.79939409	46.1492005	37.66007862	36.2653639	43.65877434
OTU_1672906	35.86795981	33.31329258	37.53213981	37.88208396	39.76667113	38.78763792	36.44257994	38.14489585	39.0854166	35.55535818	35.2455205	33.73362566	39.37578396	36.33276736	37.52933214	37.73496126	38.29194321	38.04287327	38.67023201	35.11171365	36.13115535	41.42985692	37.67217572	40.51234013	34.84486038	34.67194836	35.72395792	33.78819962	38.65937377	38.96371874	35.99824969	42.04333151	33.64547164	35.94311195	34.68761585	36.69996447	39.82413201	37.01311937	33.66933057	36.10636792	35.83889604	33.59643145	37.49331893	36.62725226	38.68819893	38.72464296	37.12523277	34.52601447	35.42556327	36.23349176
OTU_1813775	1508.968497	1707.658528	642.0946459	1166.999604	2118.90017	2083.168516	1414.552962	1069.228132	914.2574912	867.088922	1917.781698	1490.159673	1975.237377	1000.745111	1783.368792	1491.196585	1314.790927	1037.822621	1209.239724	900.2700428	1508.084535	2632.74073	1135.930721	2305.916962	2467.615082	1024.005248	1070.767255	974.5708396	1873.440465	1004.584645	1134.732533	2386.532774	996.7727138	851.4451283	1333.174256	1364.523689	1668.732094	1166.318411	939.2759937	2735.097019	1844.448836	777.6166987	1726.204654	1546.593447	1377.332823	894.4298736	1602.068824	928.4796698	778.4900736	1292.852585
OTU_1682015	35.00577591	34.6282027	33.25564421	297.2994836	34.25113321	33.40386925	33.96729635	46.5601056	31.82702648	31.37789761	31.68435428	86.40615	48.26608421	34.96462597	33.91260396	55.66731189	88.46892893	32.05164371	35.95089786	44.36048969	33.46746792	119.7673448	93.62356591	261.3622239	33.57911943	37.31990572	550.252405	32.2587339	38.88298874	30.15557553	254.1460264	36.56655164	33.54398189	31.96600371	34.39752132	38.98329145	51.23182126	53.55580069	238.6338623	157.266219	34.32376396	177.4436962	67.02246503	49.01199277	83.11830088	49.86174377	33.45839358	133.952874	52.74222296	36.33609761
OTU_1729905	33.19618132	32.62674585	36.46750497	36.88302296	32.50876428	44.80088019	37.9128627	34.36758943	35.48237748	37.02467094	36.62093843	36.84270384	37.95108365	41.00272535	38.36087195	38.11394189	40.07632623	34.72162868	36.89852868	31.96689761	29.01990189	34.85931667	35.46114692	35.44919038	40.70505642	46.52413805	64.60230252	35.18412377	32.39913686	30.86612101	40.14079245	39.15679862	42.28020057	37.67491302	36.52371	34.29385314	34.14564503	36.02596711	37.8016283	36.92724138	39.13967013	39.84655585	35.07818962	42.84517277	33.69809881	39.76253421	34.33619327	33.68206019	38.71654503	33.65163528
OTU_1714478	47.6094183	55.23633774	71.97673283	75.65352981	57.46078069	50.92339723	79.77153277	51.04082088	62.86695044	69.28441503	52.85701975	57.87481082	47.05652069	82.66126189	45.6034273	51.19029969	57.39716365	54.79772403	51.11162887	47.11260013	55.9741717	48.98530421	64.9878239	65.85811642	53.36533962	71.57412434	58.88709447	58.9939273	63.89817918	59.84289075	71.47771541	49.3282178	67.95345698	56.84904975	60.78887182	59.25596063	57.0079044	56.72979327	76.15113119	57.70516415	60.03117906	54.56507931	61.45640138	55.26634535	44.15611434	75.03895824	56.16704742	107.8815572	82.00142805	51.29970522
OTU_1904786	38.99425377	41.71427547	36.47130327	39.27390642	36.67476604	37.94329585	40.02845509	39.28188472	36.71590447	40.47972994	36.91176321	45.2669673	37.05302277	41.25698522	40.03883811	38.56450736	39.45371497	38.89381453	39.83980673	33.95459145	35.91650151	37.71989377	40.85484931	36.95721233	39.62265585	46.13425365	38.55375975	36.15682931	35.24217635	41.35600082	40.10914478	38.60374836	45.74261031	43.31733491	40.93585579	35.43257597	35.89911925	35.70894585	35.97188711	36.40614541	38.66867252	40.70132302	38.22999447	36.18892063	34.81185245	39.96146761	40.67786509	39.65142396	43.76706403	34.48488164
OTU_1697081	38.01041673	33.97447786	37.96915025	34.34275352	37.1106717	39.58814541	34.14292201	38.15880579	34.38366459	37.80726906	38.97932717	31.68100761	43.31410075	40.46894912	34.82598635	35.6027661	36.55547585	37.16539748	37.16539748	38.0727656	38.57606164	35.79878736	38.20466824	31.18804541	35.98808384	36.48202616	36.04102447	38.81419308	39.75950868	38.0837083	38.27519843	36.12283642	39.45415818	39.65671233	36.40030289	38.71340384	36.03050767	35.85835277	33.56467283	42.52260057	35.11571314	35.97223377	39.66487094	42.48965333	35.57522151	37.95711855	41.49315082	37.71136591	41.35232088	35.66317704
OTU_1693452	52.32223289	65.27022818	64.47991434	59.39493302	59.95114799	59.30795352	84.39618736	52.43439503	83.74931283	90.67772214	71.96038774	42.80575119	73.95356233	54.99744811	63.92408836	61.15012019	67.89240119	50.19116088	54.98463264	60.72972428	60.97371057	44.20337264	69.13500434	58.07999333	61.3062627	83.20180629	75.42766679	84.66645811	65.08721459	61.93487157	89.08941365	62.38927736	106.6820931	96.94557717	70.31408057	55.31419459	86.56680264	93.92779302	61.75340415	58.23796925	74.44095553	62.6883873	107.1492097	56.07394868	70.76762748	66.91529805	55.68548107	44.37292321	40.53069264	62.15217421
OTU_2415572	77.65869101	85.59049277	89.88539258	190.8068792	78.19947981	77.31792491	69.60062019	93.82549811	119.5130277	74.15534132	56.90617245	83.99190403	72.56266314	103.6906198	88.71668497	61.6063305	79.97904434	93.56697717	70.81375069	114.2251318	93.3152478	69.45382358	63.5493478	53.66516868	65.24094509	110.5709201	90.25207836	65.96898849	122.6845408	62.51698748	121.0417294	66.0941139	97.64112428	76.00007987	56.78288994	59.0711195	88.31154113	69.57126176	73.85986019	72.86269358	98.46765478	63.19187956	55.77560843	90.38493409	58.62508459	88.10915289	90.66248881	87.84924176	77.88227906	71.37894774
OTU_1799744	359.3373994	581.9359428	708.2871566	773.0871981	466.6496094	456.0319252	477.4008792	494.2642585	540.1041805	329.8063711	261.1385409	560.5470239	427.6792547	359.9820352	452.0700862	513.1483277	537.3990503	440.5402245	250.1504145	751.6606321	435.5027459	288.3631962	244.6268748	235.8286673	469.6535623	462.9838824	455.4084509	323.2347836	458.9242484	454.1243396	549.6104786	266.2772616	247.0222855	416.8315063	207.1045937	323.150222	660.8798648	601.8416371	295.7287314	461.0820528	449.9075447	293.6618843	311.9699987	587.7677629	323.883817	432.8405843	449.4228906	389.3515579	423.2460239	496.2140245
OTU_1714157	32.49812101	34.82563881	29.98563384	35.28312629	35.21895063	37.7181461	40.20041396	36.23318497	33.54651862	37.63914591	34.28764264	31.22791283	37.15757937	37.33087277	36.36596013	31.33641321	35.11171365	35.7573061	38.24621604	34.38846736	34.40038075	34.78571358	35.38532308	39.5572417	30.02918038	35.35963497	37.70241962	42.97140019	33.73227314	33.94658679	32.89196767	41.77519465	33.07835805	35.0649673	31.51647767	42.95938553	34.47478975	37.92877	40.03396893	34.64591453	35.84789799	38.49511786	34.24151774	34.52397711	33.74682025	34.59336918	37.49236126	35.47399384	37.17020333	33.88979862
OTU_1792168	466.1362409	468.8679836	345.3521321	609.0365201	558.3964648	414.0959057	205.6763692	258.3063937	540.291444	602.9660623	319.1572478	224.4688245	269.7742899	555.9187151	446.2197258	357.5782038	299.0380409	154.3362479	710.9610151	503.7220547	387.1255283	426.7250679	193.180995	518.462222	359.1542478	206.2328403	532.6075365	469.7860082	285.5339918	321.2983491	317.5845226	506.1656472	542.6871824	438.8528937	339.6799214	336.841339	589.2050327	266.0499597	670.316895	388.9353421	348.1216994	324.1903132	423.2460239	534.9832874	321.075195	374.2016176	257.0972484	563.009927	410.3539698	328.4575956
OTU_1777523	39.60068264	44.88328151	38.96614579	42.58878239	43.35320579	42.00017434	36.82960786	42.90166434	43.85301063	41.8650922	38.82090013	39.25997377	37.31851164	39.33552987	41.57364981	39.83377082	42.12981245	44.51418906	46.54910013	42.2457195	43.9649922	45.09933491	41.2539078	37.48282629	40.51335497	39.71761132	43.03357755	42.17356447	43.07632415	42.12237509	38.03153698	46.58233491	41.97154918	37.45028792	41.20202472	35.10660044	40.34533906	39.46012792	41.51344597	36.97652535	42.62981503	40.0694527	36.47130327	43.96875585	39.00681233	37.73568384	39.87653692	39.23469969	44.8615044	33.03757277
OTU_1730660	108.2157077	95.5178566	83.03367321	178.9410434	82.44168101	195.8833673	83.59157887	139.7477486	79.08337987	53.78427535	108.2898399	69.29176736	101.7414427	75.72264308	104.037136	84.99560019	113.1697263	68.91418943	210.9772711	166.0630252	109.323993	105.891657	61.87942509	152.8453227	90.07387352	66.27993925	92.72967006	72.06698088	164.1096704	97.81427491	61.27741925	145.5875346	96.45271296	68.19110799	58.60953748	65.24749623	60.25968151	72.74709233	56.55779447	78.18786786	89.36979006	39.04133189	67.71120623	122.3097601	149.7120121	76.16982472	124.7618075	87.71976723	61.41980918	60.11760107
OTU_1803194	586.7769283	801.220956	676.9388459	664.3085434	550.252405	1050.720116	690.0241069	500.0554421	1278.265513	586.7769283	691.3262629	620.9587862	709.6203547	620.2856069	975.0106522	838.5685987	597.1571623	295.449634	1238.238389	609.7053176	566.7987484	1390.417425	525.5835447	875.4371673	1040.379868	1050.720116	615.5219774	949.5309893	957.6732101	704.0818119	685.6060057	822.1411377	1092.87943	690.5152893	480.0014164	808.4197591	1305.02053	690.8057635	567.7510101	808.7518006	739.0743906	799.2551258	1193.310324	833.5080013	694.5971491	587.3487283	628.4188132	1017.429175	1149.869597	525.1379824
OTU_1659682	167.5917572	74.18411132	153.6656674	291.0816597	96.59868365	86.81150862	167.8193113	211.9638648	125.342326	141.1178325	66.0650895	177.6812566	160.5477263	119.7888157	162.6889233	95.11483994	130.4636167	137.8633633	109.6324542	167.9234082	127.2493891	184.8321736	52.35643862	98.13570201	78.69385975	90.29289635	101.4748287	76.7251617	178.7332214	76.88676151	69.1492705	158.1790371	81.78051925	79.38223239	46.9532873	106.1677032	142.0862427	82.23997635	217.5169553	133.2101196	99.90056428	97.59070377	41.83481377	87.43864258	73.40277547	126.3521355	144.3743926	200.3768755	219.8194799	102.8385652
OTU_1723124	248.3550189	123.2917972	202.380344	179.7084868	158.7812076	197.804866	165.7710208	242.6057868	140.8889309	137.5315147	298.498144	170.6914931	220.2677126	184.9768969	163.6327314	175.3466478	169.4437704	191.6165214	132.5301221	212.4302296	280.6490648	148.7669066	138.6903152	220.5932516	181.7648264	173.234395	207.3976541	145.5591664	181.3907667	249.0267195	126.3736552	183.3723484	148.6560338	262.1255585	221.0884113	151.3530013	125.6107833	168.3789742	157.5158106	188.2148755	197.966205	95.2786817	183.9596113	184.7637327	139.700146	157.0307076	211.0971245	165.0806478	244.3532522	154.6274208
OTU_1732514	84.70254182	50.53412208	95.2786817	66.90753421	72.35472547	62.92666774	61.75340415	99.1431061	82.53321962	86.93857937	51.63746371	54.43902365	68.99626673	92.43120371	79.32826151	60.78887182	61.82983755	75.81152472	67.09942623	81.26578591	96.7834856	59.87229969	52.41076428	49.38934333	47.55210164	83.5540195	52.30170346	65.54643597	88.27136403	56.01613742	48.69491069	64.38263717	67.64134881	67.04449019	58.04447258	61.00945189	63.60101465	52.38402742	76.42152925	60.92449881	104.7636693	46.01031063	49.17987597	77.07815962	47.03336176	70.61785472	83.33101547	118.4149498	75.33124679	81.57776264
OTU_1671482	198.9153145	127.7537548	87.11270686	129.9994332	141.573607	177.5772679	115.778838	174.9456855	267.8360748	110.4024913	60.67652535	229.8365597	246.4832591	111.2016653	218.1990421	137.7645244	226.8440786	184.4707025	152.7284211	219.4429088	141.1969943	104.981043	134.6531047	122.4613117	142.1399321	479.4529327	181.6650874	175.7309503	148.9648774	68.72751943	159.1809392	183.3396579	143.8860799	155.022314	52.31151868	224.8487019	322.0144277	220.1375233	146.7647558	67.83869673	205.761061	50.94381057	106.2570559	108.5476657	66.27150623	166.0001799	165.1782346	119.8941926	105.8426967	112.6607105
OTU_1737949	63.20525164	54.96785447	52.82449101	55.28880755	53.53728943	66.0650895	71.11195472	57.24300887	69.47135409	87.63196465	53.41432189	50.95299736	56.38758855	74.43094314	52.09673283	56.02071579	48.22315849	51.94971371	62.56103226	48.23809031	55.78787711	59.65292182	60.29876245	61.79606006	50.44320774	81.95241572	91.09232302	64.78486145	49.25771264	60.56307849	67.13182019	55.76223642	98.94925057	76.79457428	58.41495189	56.09742151	70.29692509	61.72216597	55.0517205	71.66998509	55.48066245	93.03017258	98.80906075	70.48248736	56.90617245	75.39805013	50.69530818	72.42558447	64.03038031	56.24896
OTU_2082035	32.81857208	37.61785742	34.18669956	32.5837227	38.3798273	35.69538755	34.46771881	36.59662503	33.55463906	36.46978258	35.86034899	35.4733478	37.88524025	35.11349308	36.37026119	33.57911943	30.96524704	32.36495843	32.74540585	30.50904421	37.1158422	32.24594302	32.33631063	33.37344239	32.33886013	35.34473786	34.57592472	32.22622579	32.11694226	32.79434742	34.5724073	34.87741189	32.50876428	34.51353566	32.14486157	35.65794327	33.95860314	31.55643616	36.92724138	35.71138113	35.97151962	35.41105918	39.38692881	35.16035591	36.17555327	35.18583119	32.49532767	35.79911063	35.4733478	31.0273605
